Type,Description,TechniqueIdCombined,Technique,"Data_Component","Data_Component_Description"
Detection,,"T1070.001","Clear Windows Event Logs","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1592.004","Client Configurations","Response Content","Logged network traffic in response to a scan showing both protocol header and body values"
Detection,,T1115,"Clipboard Data","OS API Execution","Operating system function/method calls executed by a process"
Detection,,T1115,"Clipboard Data","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1136.003","Cloud Account","User Account Creation","Initial construction of a new account (ex: Windows EID 4720 or /etc/passwd logs)"
Detection,,"T1087.004","Cloud Account","User Account Metadata","Contextual data about an account, which may include a username, user ID, environmental data, etc."
Detection,,"T1087.004","Cloud Account","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1078.004","Cloud Accounts","Logon Session Metadata","Contextual data about a logon session, such as username, logon type, access tokens (security context, user SIDs, logon identifiers, and logon SID), and any activity associated within it"
Detection,,"T1078.004","Cloud Accounts","User Account Authentication","An attempt by a user to gain access to a network or computing resource, often by providing credentials (ex: Windows EID 4625 or /var/log/auth.log)"
Detection,,"T1078.004","Cloud Accounts","Logon Session Creation","Initial construction of a new user logon session (ex: Windows EID 4624, /var/log/utmp, or /var/log/wmtp)"
Detection,,"T1069.003","Cloud Groups","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1069.003","Cloud Groups","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1069.003","Cloud Groups","Group Enumeration","An extracted list of available groups and/or their associated settings (ex: AWS list-groups)"
Detection,,"T1069.003","Cloud Groups","Group Metadata","Contextual data about a group which describes group and activity around it, such as name, permissions, or user accounts within the group"
Detection,,"T1069.003","Cloud Groups","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,T1580,"Cloud Infrastructure Discovery","Instance Metadata","Contextual data about an instance and activity around it such as name, type, or status"
Detection,,T1580,"Cloud Infrastructure Discovery","Instance Enumeration","An extracted list of instances within a cloud environment (ex: instance.list within GCP Audit Logs)"
Detection,,T1580,"Cloud Infrastructure Discovery","Snapshot Metadata","Contextual data about a snapshot, which may include information such as ID, type, and status"
Detection,,T1580,"Cloud Infrastructure Discovery","Snapshot Enumeration","An extracted list of snapshops within a cloud environment (ex: AWS describe-snapshots)"
Detection,,T1580,"Cloud Infrastructure Discovery","Cloud Storage Metadata","Contextual data about cloud storage infrastructure and activity around it such as name, size, or owner"
Detection,,T1580,"Cloud Infrastructure Discovery","Cloud Storage Enumeration","An extracted list of cloud storage infrastructure (ex: AWS S3 ListBuckets or ListObjects)"
Detection,,T1580,"Cloud Infrastructure Discovery","Volume Metadata","Contextual data about a cloud volume and activity around it, such as id, type, state, and size"
Detection,,T1580,"Cloud Infrastructure Discovery","Volume Enumeration","An extracted list of available volumes within a cloud environment (ex: AWS describe-volumes)"
Detection,,"T1552.005","Cloud Instance Metadata API","User Account Authentication","An attempt by a user to gain access to a network or computing resource, often by providing credentials (ex: Windows EID 4625 or /var/log/auth.log)"
Detection,,T1538,"Cloud Service Dashboard","User Account Authentication","An attempt by a user to gain access to a network or computing resource, often by providing credentials (ex: Windows EID 4625 or /var/log/auth.log)"
Detection,,T1538,"Cloud Service Dashboard","Logon Session Creation","Initial construction of a new user logon session (ex: Windows EID 4624, /var/log/utmp, or /var/log/wmtp)"
Detection,,T1526,"Cloud Service Discovery","Cloud Service Metadata","Contextual data about a cloud service and activity around it such as name, type, or purpose/function"
Detection,,T1526,"Cloud Service Discovery","Cloud Service Enumeration","An extracted list of cloud services (ex: AWS ECS ListServices)"
Detection,,T1619,"Cloud Storage Object Discovery","Cloud Storage Enumeration","An extracted list of cloud storage infrastructure (ex: AWS S3 ListBuckets or ListObjects)"
Detection,,T1619,"Cloud Storage Object Discovery","Cloud Storage Access","Opening of a cloud storage infrastructure, typically to collect/read its value (ex: AWS S3 GetObject)"
Detection,,"T1213.003","Code Repositories","Logon Session Creation","Initial construction of a new user logon session (ex: Windows EID 4624, /var/log/utmp, or /var/log/wmtp)"
Detection,,"T1213.003","Code Repositories","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1553.002","Code Signing","File Metadata","Contextual data about a file, which may include information such as name, the content (ex: signature, headers, or data/media), user/ower, permissions, etc."
Detection,,"T1587.002","Code Signing Certificates","Malware Metadata","Contextual data about a malicious payload, such as compilation times, file hashes, as well as watermarks or other identifiable configuration information"
Detection,,"T1588.003","Code Signing Certificates","Malware Metadata","Contextual data about a malicious payload, such as compilation times, file hashes, as well as watermarks or other identifiable configuration information"
Detection,,"T1553.006","Code Signing Policy Modification","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,"T1553.006","Code Signing Policy Modification","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1553.006","Code Signing Policy Modification","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1059,"Command and Scripting Interpreter","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1059,"Command and Scripting Interpreter","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1059,"Command and Scripting Interpreter","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,T1059,"Command and Scripting Interpreter","Script Execution","Launching a list of commands through a script file (ex: Windows EID 4104)"
Detection,,T1092,"Communication Through Removable Media","Drive Creation","Initial construction of a drive letter or mount point to a data storage device"
Detection,,T1092,"Communication Through Removable Media","Drive Access","Opening of a data storage device with an assigned drive letter or mount point"
Detection,,"T1027.004","Compile After Delivery","File Metadata","Contextual data about a file, which may include information such as name, the content (ex: signature, headers, or data/media), user/ower, permissions, etc."
Detection,,"T1027.004","Compile After Delivery","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1027.004","Compile After Delivery","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1027.004","Compile After Delivery","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1218.001","Compiled HTML File","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1218.001","Compiled HTML File","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1218.001","Compiled HTML File","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1542.002","Component Firmware","Driver Metadata","Contextual data about a driver and activity around it such as driver issues reporting or integrity (page hash, code) checking"
Detection,,"T1542.002","Component Firmware","Firmware Modification","Changes made to firmware, including its settings and/or data, such as MBR (Master Boot Record) and VBR (Volume Boot Record)"
Detection,,"T1542.002","Component Firmware","OS API Execution","Operating system function/method calls executed by a process"
