Matrix,TacticId,Tactic,"Tactic_Order",TechniqueId,Technique,"Technique_Order","Sub_TechniqueId","Sub_Technique","Sub_Technique_Order",TechniqueIdCombined,"Threat_Groups",Platforms,"Data_Sources",Software,Version
"Enterprise ATT&CK",TA0002,Execution,4,T1204,"User Execution",9,"T1204.002","Malicious File",2,"T1204.002","Dragonfly 2.0|APT19|BRONZE BUTLER|APT37|Dark Caracal|APT28|Cobalt Group|APT29|FIN8|menuPass|FIN7|FIN4|DarkHydrus|Darkhotel|Elderwood|Gorgon Group|TA459|OilRig|Patchwork|Leviathan|MuddyWater|Gallmaker|Lazarus Group|APT32|Rancor|PLATINUM|APT39|The White Company|Silence|TA505|APT12|admin@338|Machete|APT-C-36|BlackTech|Inception|RTM|Frankenstein|Mofang|Wizard Spider|Molerats|Sharpshooter|Gamaredon Group|Tropic Trooper|Whitefly|Naikon|Sandworm Team|APT33|Windshift|APT30|PROMETHIUM|FIN6|Kimsuky|Sidewinder|Higaisa|TA551|Mustang Panda|Ajax Security Team|Magic Hound|Tonto Team|Transparent Tribe|IndigoZebra|Ferocious Kitten|Andariel|APT38|Indrik Spider|Nomadic Octopus","Linux|macOS|Windows","Process: Process Creation|File: File Creation","TYPEFRAME|Cardinal RAT|TrickBot|JCry|SQLRat|OSX/Shlayer|Emotet|PoetRAT|Rifdoor|PLEAD|Lokibot|Agent Tesla|Pony|SYSCON|CARROTBALL|RTM|Valak|Bundlore|IcedID|StrongPity|REvil|Hancitor|InvisiMole|Metamorfo|BLINDINGCAN|KGH_SPY|CSPY Downloader|Astaroth|Javali|Grandoreiro|NETWIRE|GuLoader|Bad Rabbit|AppleJeus|Kerrdown|Ramsay|AppleSeed|EnvyScout|BoomBox|NativeZone|Dridex|QakBot|BADFLICK|Chaes|Bandook|Octopus|Taidoor|JSS Loader",22729202
"Enterprise ATT&CK",TA0002,Execution,4,T1204,"User Execution",9,"T1204.003","Malicious Image",3,"T1204.003",TeamTNT,"IaaS|Containers","Container: Container Creation|Container: Container Start|Command: Command Execution|Image: Image Creation|Instance: Instance Creation|Instance: Instance Start|Application Log: Application Log Content","-",22729202
"Enterprise ATT&CK",TA0002,Execution,4,T1559,"Inter-Process Communication",10,"-","-",,T1559,"-","Windows|macOS","Module: Module Load|Process: Process Creation|Script: Script Execution",HyperStack,22729202
"Enterprise ATT&CK",TA0002,Execution,4,T1559,"Inter-Process Communication",10,"T1559.001","Component Object Model",1,"T1559.001","MuddyWater|Gamaredon Group",Windows,"Module: Module Load|Process: Process Creation|Script: Script Execution","POWERSTATS|Ursnif|InvisiMole|TrickBot|Ramsay",22729202
"Enterprise ATT&CK",TA0002,Execution,4,T1559,"Inter-Process Communication",10,"T1559.002","Dynamic Data Exchange",2,"T1559.002","Patchwork|APT28|FIN7|Cobalt Group|MuddyWater|APT37|Gallmaker|TA505|Sharpshooter|Sidewinder|Leviathan",Windows,"Module: Module Load|Process: Process Creation|Script: Script Execution","GravityRAT|POWERSTATS|KeyBoy|HAWKBALL|PoetRAT|Ramsay|RTM|Valak",22729202
"Enterprise ATT&CK",TA0002,Execution,4,T1569,"System Services",11,"-","-",,T1569,"-","Windows|macOS","Command: Command Execution|Process: Process Creation|Service: Service Creation|File: File Modification|Windows Registry: Windows Registry Key Modification","-",22729202
"Enterprise ATT&CK",TA0002,Execution,4,T1569,"System Services",11,"T1569.001",Launchctl,1,"T1569.001","-",macOS,"Command: Command Execution|Process: Process Creation|Service: Service Creation|File: File Modification","Calisto|LoudMiner|AppleJeus|XCSSET",22729202
"Enterprise ATT&CK",TA0002,Execution,4,T1569,"System Services",11,"T1569.002","Service Execution",2,"T1569.002","Honeybee|Ke3chang|APT32|FIN6|Silence|APT41|APT39|Blue Mockingbird|Wizard Spider|Operation Wocao|Chimera|APT38",Windows,"Command: Command Execution|Process: Process Creation|Service: Service Creation|Windows Registry: Windows Registry Key Modification","RemoteCMD|Net|Koadic|Proxysvc|Hydraq|Pupy|xCmd|Wingbird|Net Crawler|Winexe|Shamoon|PsExec|Impacket|BBSRAT|Empire|Olympic Destroyer|NotPetya|HOPLIGHT|PoshC2|HyperBro|Attor|Okrum|LoudMiner|Netwalker|Ragnar Locker|gh0st RAT|StrongPity|InvisiMole|Anchor|Cobalt Strike|SLOTHFULMEDIA|Pysa|WastedLocker",22729202
"Enterprise ATT&CK",TA0002,Execution,4,T1609,"Container Administration Command",12,"-","-",,T1609,TeamTNT,Containers,"Command: Command Execution","Kinsing|Hildegard|Siloscape",22729202
"Enterprise ATT&CK",TA0002,Execution,4,T1610,"Deploy Container",13,"-","-",,T1610,TeamTNT,Containers,"Container: Container Creation|Container: Container Start|Pod: Pod Creation|Pod: Pod Modification|Application Log: Application Log Content","Kinsing|Doki",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1037,"Boot or Logon Initialization Scripts",2,"-","-",,T1037,Rocke,"macOS|Windows|Linux","Windows Registry: Windows Registry Key Creation|Process: Process Creation|Command: Command Execution|Active Directory: Active Directory Object Modification|File: File Creation|File: File Modification","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1037,"Boot or Logon Initialization Scripts",2,"T1037.001","Logon Script (Windows)",1,"T1037.001","APT28|Cobalt Group",Windows,"Windows Registry: Windows Registry Key Creation|Process: Process Creation|Command: Command Execution","JHUHUGIT|Zebrocy|Attor|KGH_SPY",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1037,"Boot or Logon Initialization Scripts",2,"T1037.002","Logon Script (Mac)",2,"T1037.002","-",macOS,"File: File Creation|File: File Modification|Process: Process Creation|Command: Command Execution","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1037,"Boot or Logon Initialization Scripts",2,"T1037.003","Network Logon Script",3,"T1037.003","-",Windows,"File: File Creation|File: File Modification|Process: Process Creation|Command: Command Execution|Active Directory: Active Directory Object Modification","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1037,"Boot or Logon Initialization Scripts",2,"T1037.004","RC Scripts",4,"T1037.004","-","macOS|Linux","File: File Creation|File: File Modification|Process: Process Creation|Command: Command Execution","iKitten|HiddenWasp",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1037,"Boot or Logon Initialization Scripts",2,"T1037.005","Startup Items",5,"T1037.005","-",macOS,"File: File Creation|File: File Modification|Process: Process Creation|Command: Command Execution",jRAT,22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1053,"Scheduled Task/Job",3,"-","-",,T1053,"-","Windows|Linux|macOS|Containers","File: File Creation|Container: Container Creation|Scheduled Job: Scheduled Job Creation|Command: Command Execution|File: File Modification|Process: Process Creation","Remsec|Lokibot",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1053,"Scheduled Task/Job",3,"T1053.001","At (Linux)",1,"T1053.001","-",Linux,"Scheduled Job: Scheduled Job Creation|Command: Command Execution|Process: Process Creation","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1053,"Scheduled Task/Job",3,"T1053.002","At (Windows)",2,"T1053.002","BRONZE BUTLER|Threat Group-3390|APT18",Windows,"Scheduled Job: Scheduled Job Creation|Command: Command Execution|File: File Modification|Process: Process Creation","MURKYTOP|at|CrackMapExec",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1053,"Scheduled Task/Job",3,"T1053.003",Cron,3,"T1053.003","Rocke|APT38","Linux|macOS","Scheduled Job: Scheduled Job Creation|Command: Command Execution|File: File Modification|Process: Process Creation","Janicab|Xbash|SpeakUp|Exaramel for Linux|Skidmap|Anchor|NETWIRE|Penquin|Kinsing",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1053,"Scheduled Task/Job",3,"T1053.004",Launchd,4,"T1053.004","-",macOS,"Scheduled Job: Scheduled Job Creation|Command: Command Execution|File: File Modification|Process: Process Creation","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1053,"Scheduled Task/Job",3,"T1053.005","Scheduled Task",5,"T1053.005","FIN6|APT3|Cobalt Group|Dragonfly 2.0|OilRig|Rancor|menuPass|Patchwork|FIN10|APT32|FIN8|Stealth Falcon|FIN7|APT29|APT39|APT33|TEMP.Veles|Silence|GALLIUM|APT41|BRONZE BUTLER|APT-C-36|Frankenstein|Wizard Spider|MuddyWater|Blue Mockingbird|Gamaredon Group|Chimera|Operation Wocao|Machete|Molerats|Fox Kitten|UNC2452|Higaisa|Mustang Panda|CostaRicto|Naikon|APT38|APT37",Windows,"Scheduled Job: Scheduled Job Creation|Command: Command Execution|File: File Modification|Process: Process Creation","BADNEWS|yty|GravityRAT|Shamoon|Carbon|Smoke Loader|RemoteCMD|RTM|QUADAGENT|JHUHUGIT|POWRUNER|zwShell|CozyCar|QuasarRAT|OopsIE|ISMInjector|Helminth|POWERSTATS|CosmicDuke|Duqu|PowerSploit|Pteranodon|Gazer|schtasks|Matryoshka|TrickBot|BONDUPDATER|Empire|NotPetya|Emotet|Remexi|Revenge RAT|ServHelper|SQLRat|EvilBunny|Machete|GRIFFON|HotCroissant|Attor|Okrum|Ramsay|Dyre|BackConfig|Valak|Goopy|ComRAT|IcedID|InvisiMole|MCMD|Anchor|SoreFang|Maze|CSPY Downloader|Lucifer|Bazar|Crutch|Zebrocy|Agent Tesla|Stuxnet|SharpStage|NETWIRE|Bad Rabbit|IronNetInjector|AppleJeus|GoldMax|BabyShark|Sibot|Ryuk|RainyDay|GrimAgent|JSS Loader|QakBot|Lokibot",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1053,"Scheduled Task/Job",3,"T1053.006","Systemd Timers",6,"T1053.006","-",Linux,"Scheduled Job: Scheduled Job Creation|Command: Command Execution|File: File Modification|Process: Process Creation","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1053,"Scheduled Task/Job",3,"T1053.007","Container Orchestration Job",7,"T1053.007","-",Containers,"Scheduled Job: Scheduled Job Creation|Container: Container Creation|File: File Creation","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1078,"Valid Accounts",4,"-","-",,T1078,"PittyTiger|Carbanak|FIN8|menuPass|Dragonfly 2.0|FIN4|APT33|FIN5|APT28|FIN10|Suckfly|FIN6|Threat Group-3390|APT18|Night Dragon|OilRig|APT39|TEMP.Veles|GALLIUM|APT41|Silence|Wizard Spider|Sandworm Team|Chimera|Operation Wocao|Fox Kitten|UNC2452|Silent Librarian|APT29|Leviathan|FIN7","Windows|Azure AD|Office 365|SaaS|IaaS|Linux|macOS|Google Workspace|Containers","Logon Session: Logon Session Metadata|User Account: User Account Authentication|Logon Session: Logon Session Creation","SeaDuke|Duqu|Linux Rabbit|Industroyer|Dtrack|Kinsing",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1078,"Valid Accounts",4,"T1078.001","Default Accounts",1,"T1078.001","-","Windows|Azure AD|Office 365|SaaS|IaaS|Linux|macOS|Google Workspace|Containers","User Account: User Account Authentication|Logon Session: Logon Session Creation","HyperStack|Stuxnet",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1078,"Valid Accounts",4,"T1078.002","Domain Accounts",2,"T1078.002","APT3|Threat Group-1314|TA505|APT29|Wizard Spider|Sandworm Team|Operation Wocao|Chimera|Indrik Spider|Naikon","Linux|macOS|Windows","Logon Session: Logon Session Metadata|User Account: User Account Authentication|Logon Session: Logon Session Creation","Shamoon|Cobalt Strike|Stuxnet|Ryuk",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1078,"Valid Accounts",4,"T1078.003","Local Accounts",3,"T1078.003","APT32|Stolen Pencil|FIN10|Tropic Trooper|PROMETHIUM|Operation Wocao|Turla|HAFNIUM|Kimsuky","Linux|macOS|Windows|Containers","Logon Session: Logon Session Metadata|User Account: User Account Authentication|Logon Session: Logon Session Creation","Umbreon|NotPetya|Emotet|Cobalt Strike",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1078,"Valid Accounts",4,"T1078.004","Cloud Accounts",4,"T1078.004","APT33|APT28","Azure AD|Office 365|SaaS|IaaS|Google Workspace","Logon Session: Logon Session Metadata|User Account: User Account Authentication|Logon Session: Logon Session Creation","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1098,"Account Manipulation",5,"-","-",,T1098,"Lazarus Group|APT3|Dragonfly 2.0|Sandworm Team","Windows|Azure AD|Office 365|IaaS|Linux|macOS|Google Workspace","File: File Modification|Command: Command Execution|Process: Process Creation|Group: Group Modification|User Account: User Account Modification|Active Directory: Active Directory Object Modification","Calisto|Mimikatz|SMOKEDHAM",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1098,"Account Manipulation",5,"T1098.001","Additional Cloud Credentials",1,"T1098.001","UNC2452|APT29","IaaS|Azure AD","User Account: User Account Modification|Active Directory: Active Directory Object Modification","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1098,"Account Manipulation",5,"T1098.002","Exchange Email Delegate Permissions",2,"T1098.002","Magic Hound|UNC2452|APT29|APT28","Windows|Office 365","Application Log: Application Log Content|Group: Group Modification|User Account: User Account Modification","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1098,"Account Manipulation",5,"T1098.003","Add Office 365 Global Administrator Role",3,"T1098.003","-","Office 365","User Account: User Account Modification","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1098,"Account Manipulation",5,"T1098.004","SSH Authorized Keys",4,"T1098.004",TeamTNT,"Linux|macOS","Process: Process Creation|Command: Command Execution|File: File Modification","Skidmap|Bundlore|XCSSET",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1133,"External Remote Services",6,"-","-",,T1133,"APT18|OilRig|Threat Group-3390|Ke3chang|Dragonfly 2.0|FIN5|Night Dragon|TEMP.Veles|GALLIUM|APT41|Sandworm Team|Chimera|GOLD SOUTHFIELD|Kimsuky|Wizard Spider|Operation Wocao|UNC2452|APT29|APT28|Leviathan|TeamTNT","Windows|Linux|Containers|macOS","Application Log: Application Log Content|Logon Session: Logon Session Metadata|Network Traffic: Network Traffic Flow","Linux Rabbit|Kinsing|Doki|Hildegard",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1136,"Create Account",7,"-","-",,T1136,"Indrik Spider|Sandworm Team","Windows|Azure AD|Office 365|IaaS|Linux|macOS|Google Workspace","User Account: User Account Creation|Process: Process Creation|Command: Command Execution","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1136,"Create Account",7,"T1136.001","Local Account",1,"T1136.001","Dragonfly 2.0|Leafminer|APT3|APT41|APT39|Fox Kitten|TeamTNT","Linux|macOS|Windows","User Account: User Account Creation|Process: Process Creation|Command: Command Execution","Net|Mis-Type|Pupy|Flame|S-Type|Calisto|Carbanak|Empire|ServHelper|HiddenWasp|ZxShell|GoldenSpy|Hildegard|SMOKEDHAM",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1136,"Create Account",7,"T1136.002","Domain Account",2,"T1136.002","GALLIUM|HAFNIUM|Sandworm Team","Windows|macOS|Linux","User Account: User Account Creation|Process: Process Creation|Command: Command Execution","Empire|Net|Pupy|PsExec",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1136,"Create Account",7,"T1136.003","Cloud Account",3,"T1136.003","-","Azure AD|Office 365|IaaS|Google Workspace","User Account: User Account Creation","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1137,"Office Application Startup",8,"-","-",,T1137,"APT32|Gamaredon Group","Windows|Office 365","Process: Process Creation|Command: Command Execution|Windows Registry: Windows Registry Key Creation|Windows Registry: Windows Registry Key Modification|File: File Creation|File: File Modification|Module: Module Load|Application Log: Application Log Content","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1137,"Office Application Startup",8,"T1137.001","Office Template Macros",1,"T1137.001",MuddyWater,"Windows|Office 365","Process: Process Creation|Command: Command Execution|Windows Registry: Windows Registry Key Creation|Windows Registry: Windows Registry Key Modification|File: File Creation|File: File Modification","BackConfig|Cobalt Strike",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1137,"Office Application Startup",8,"T1137.002","Office Test",2,"T1137.002",APT28,"Windows|Office 365","Process: Process Creation|Command: Command Execution|Windows Registry: Windows Registry Key Creation|Windows Registry: Windows Registry Key Modification|File: File Creation|File: File Modification|Module: Module Load","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1137,"Office Application Startup",8,"T1137.003","Outlook Forms",3,"T1137.003","-","Windows|Office 365","Process: Process Creation|Command: Command Execution|Application Log: Application Log Content",Ruler,22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1137,"Office Application Startup",8,"T1137.004","Outlook Home Page",4,"T1137.004",OilRig,"Windows|Office 365","Process: Process Creation|Command: Command Execution|Application Log: Application Log Content",Ruler,22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1137,"Office Application Startup",8,"T1137.005","Outlook Rules",5,"T1137.005","-","Windows|Office 365","Process: Process Creation|Command: Command Execution|Application Log: Application Log Content",Ruler,22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1137,"Office Application Startup",8,"T1137.006","Add-ins",6,"T1137.006",Naikon,"Windows|Office 365","Process: Process Creation|Command: Command Execution|Windows Registry: Windows Registry Key Creation|Windows Registry: Windows Registry Key Modification|File: File Creation|File: File Modification","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1176,"Browser Extensions",9,"-","-",,T1176,"Stolen Pencil|Kimsuky","Linux|macOS|Windows","Command: Command Execution|Process: Process Creation|Network Traffic: Network Connection Creation|Windows Registry: Windows Registry Key Creation|File: File Creation","OSX/Shlayer|Bundlore|Grandoreiro",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1197,"BITS Jobs",10,"-","-",,T1197,"Leviathan|APT41|Patchwork|APT39",Windows,"Process: Process Creation|Network Traffic: Network Connection Creation|Service: Service Metadata|Command: Command Execution","UBoatRAT|JPIN|BITSAdmin|Cobalt Strike|Egregor|Bazar|MarkiRAT|ProLock",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1205,"Traffic Signaling",11,"-","-",,T1205,"-","Linux|macOS|Windows|Network","Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Network Traffic: Network Traffic Content","Chaos|Umbreon|Winnti for Linux|SYNful Knock|Ryuk|Penquin|Kobalos",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1205,"Traffic Signaling",11,"T1205.001","Port Knocking",1,"T1205.001",PROMETHIUM,"Linux|macOS|Windows|Network","Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1505,"Server Software Component",12,"-","-",,T1505,"-","Windows|Linux|macOS","File: File Creation|File: File Modification|Process: Process Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Application Log: Application Log Content","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1505,"Server Software Component",12,"T1505.001","SQL Stored Procedures",1,"T1505.001","Sandworm Team","Windows|Linux","Application Log: Application Log Content",Stuxnet,22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1505,"Server Software Component",12,"T1505.002","Transport Agent",2,"T1505.002","-","Linux|Windows","File: File Creation|Application Log: Application Log Content",LightNeuron,22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1505,"Server Software Component",12,"T1505.003","Web Shell",3,"T1505.003","APT32|OilRig|Dragonfly 2.0|Deep Panda|APT39|Leviathan|TEMP.Veles|Threat Group-3390|GALLIUM|Tropic Trooper|Kimsuky|Operation Wocao|Fox Kitten|Volatile Cedar|HAFNIUM|Sandworm Team|Tonto Team|APT28|APT29|APT38|BackdoorDiplomacy","Linux|Windows|macOS","File: File Creation|File: File Modification|Process: Process Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Application Log: Application Log Content","ASPXSpy|SEASHARPEE|China Chopper|OwaAuth|P.A.S. Webshell|SUPERNOVA",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1505,"Server Software Component",12,"T1505.004","IIS Components",4,"T1505.004","-",Windows,"File: File Creation|File: File Modification|Command: Command Execution","OwaAuth|RGDoor",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1525,"Implant Internal Image",13,"-","-",,T1525,"-","IaaS|Containers","Image: Image Creation|Image: Image Modification","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1542,"Pre-OS Boot",14,"-","-",,T1542,"-","Linux|Windows|Network","Command: Command Execution|Network Traffic: Network Connection Creation|Firmware: Firmware Modification|Driver: Driver Metadata|Process: OS API Execution|Drive: Drive Modification","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1542,"Pre-OS Boot",14,"T1542.001","System Firmware",1,"T1542.001","-",Windows,"Firmware: Firmware Modification","Hacking Team UEFI Rootkit|LoJax|Trojan.Mebromi",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1542,"Pre-OS Boot",14,"T1542.002","Component Firmware",2,"T1542.002",Equation,Windows,"Driver: Driver Metadata|Firmware: Firmware Modification|Process: OS API Execution","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1542,"Pre-OS Boot",14,"T1542.003",Bootkit,3,"T1542.003","Lazarus Group|APT28|APT41","Linux|Windows","Drive: Drive Modification","BOOTRASH|ROCKBOOT|FinFisher|Carberp|TrickBot",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1542,"Pre-OS Boot",14,"T1542.004",ROMMONkit,4,"T1542.004","-",Network,"Firmware: Firmware Modification","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1542,"Pre-OS Boot",14,"T1542.005","TFTP Boot",5,"T1542.005","-",Network,"Command: Command Execution|Network Traffic: Network Connection Creation|Firmware: Firmware Modification","-",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1543,"Create or Modify System Process",15,"-","-",,T1543,"-","Windows|macOS|Linux","Service: Service Creation|Service: Service Modification|Process: Process Creation|Process: OS API Execution|Command: Command Execution|Windows Registry: Windows Registry Key Creation|Windows Registry: Windows Registry Key Modification|File: File Creation|File: File Modification","Exaramel for Linux",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1543,"Create or Modify System Process",15,"T1543.001","Launch Agent",1,"T1543.001","-",macOS,"File: File Creation|File: File Modification|Command: Command Execution|Service: Service Creation|Service: Service Modification","Keydnap|CoinTicker|FruitFly|Calisto|CrossRAT|Dok|Komplex|MacSpy|OSX_OCEANLOTUS.D|Proton|Bundlore|Dacls|CookieMiner|NETWIRE|ThiefQuest",22729202
"Enterprise ATT&CK",TA0003,Persistence,5,T1543,"Create or Modify System Process",15,"T1543.002","Systemd Service",2,"T1543.002","Rocke|TeamTNT",Linux,"File: File Creation|File: File Modification|Process: Process Creation|Command: Command Execution|Service: Service Creation|Service: Service Modification","Pupy|Fysbis|Exaramel for Linux|Hildegard",22729202
