Matrix,Tactic,Technique,"Sub-Technique",App,Active,Available,"Needs data","Sub_Technique_Total","Tactic_Total","Technique_Total",Bookmarked,"Data Source",IsSubTechnique
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Identity Information","Email Addresses","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Identity Information","Email Addresses","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","DNS Server",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","DNS Server","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","DNS Server","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","DNS Server","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","DNS Server","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","DNS Server","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Data Obfuscation","Protocol Impersonation",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Data Obfuscation","Protocol Impersonation","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Data Obfuscation","Protocol Impersonation","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Data Obfuscation","Protocol Impersonation","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Data Obfuscation","Protocol Impersonation","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Command and Control","Data Obfuscation","Protocol Impersonation","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping",NTDS,Any,0,0,6,6,35,33,0,"Endpoint Detection and Response::4",Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping",NTDS,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping",NTDS,"Enterprise Security Content Update",0,0,6,6,35,33,0,"Endpoint Detection and Response::4",Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping",NTDS,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping",NTDS,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping",NTDS,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services","Distributed Component Object Model",Any,0,0,5,5,19,38,0,"Endpoint Detection and Response::3,Windows Security::5",Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services","Distributed Component Object Model","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services","Distributed Component Object Model","Enterprise Security Content Update",0,0,5,5,19,38,0,"Endpoint Detection and Response::3,Windows Security::5",Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services","Distributed Component Object Model","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services","Distributed Component Object Model","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services","Distributed Component Object Model","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","Network Logon Script",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","Network Logon Script","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","Network Logon Script","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","Network Logon Script","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","Network Logon Script","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","Network Logon Script","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","Network Logon Script",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","Network Logon Script","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","Network Logon Script","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","Network Logon Script","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","Network Logon Script","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","Network Logon Script","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Identity Information","Employee Names",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Identity Information","Employee Names","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Identity Information","Employee Names","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Identity Information","Employee Names","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Identity Information","Employee Names","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Gather Victim Identity Information","Employee Names","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","Virtual Private Server",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","Virtual Private Server","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","Virtual Private Server","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","Virtual Private Server","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","Virtual Private Server","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","Virtual Private Server","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","LSA Secrets",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","LSA Secrets","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","LSA Secrets","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","LSA Secrets","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","LSA Secrets","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","LSA Secrets","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services",SSH,Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services",SSH,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services",SSH,"Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services",SSH,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services",SSH,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services",SSH,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","RC Scripts",Any,0,0,1,1,100,2,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","RC Scripts","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","RC Scripts","Enterprise Security Content Update",0,0,1,1,100,2,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","RC Scripts","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","RC Scripts","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","RC Scripts","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","RC Scripts",Any,0,0,1,1,102,2,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","RC Scripts","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","RC Scripts","Enterprise Security Content Update",0,0,1,1,102,2,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","RC Scripts","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","RC Scripts","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","RC Scripts","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure",Server,Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure",Server,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure",Server,"Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure",Server,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure",Server,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure",Server,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","Cached Domain Credentials",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","Cached Domain Credentials","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","Cached Domain Credentials","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","Cached Domain Credentials","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","Cached Domain Credentials","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","Cached Domain Credentials","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services",VNC,Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services",VNC,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services",VNC,"Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services",VNC,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services",VNC,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services",VNC,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","Startup Items",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","Startup Items","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","Startup Items","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","Startup Items","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","Startup Items","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Persistence,"Boot or Logon Initialization Scripts","Startup Items","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","Startup Items",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","Startup Items","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","Startup Items","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","Startup Items","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","Startup Items","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Boot or Logon Initialization Scripts","Startup Items","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure",Botnet,Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure",Botnet,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure",Botnet,"Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure",Botnet,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure",Botnet,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure",Botnet,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping",DCSync,Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping",DCSync,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping",DCSync,"Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping",DCSync,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping",DCSync,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping",DCSync,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services","Windows Remote Management",Any,0,0,7,7,19,38,0,"Endpoint Detection and Response::3,Ticket Management::0,Windows Security::5",Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services","Windows Remote Management","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services","Windows Remote Management","Enterprise Security Content Update",0,0,6,7,19,38,0,"Endpoint Detection and Response::3,Windows Security::5",Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services","Windows Remote Management","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services","Windows Remote Management","Splunk Security Essentials",0,0,1,7,19,38,0,"Ticket Management::0",Yes
"Enterprise ATT&CK","Lateral Movement","Remote Services","Windows Remote Management","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","Web Services",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","Web Services","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","Web Services","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","Web Services","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","Web Services","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Resource Development","Acquire Infrastructure","Web Services","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","Proc Filesystem",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","Proc Filesystem","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","Proc Filesystem","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","Proc Filesystem","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","Proc Filesystem","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","Proc Filesystem","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","/etc/passwd and /etc/shadow",Any,0,0,1,1,35,33,0,"Endpoint Detection and Response::4",Yes
"Enterprise ATT&CK","Credential Access","OS Credential Dumping","/etc/passwd and /etc/shadow","Custom Content",0,0,0,0,0,0,0,,Yes
