MESSAGE_CODE,MESSAGE_CLASS,MESSAGE_TEXT
11111,RADIUS-Client,"RADIUS request has been received with KeyWrap attributes. However, KeyWrap is not configured for the requesting device in ISE."
11112,RADIUS-Client,KeyWrap keys accepted from PAC_OPAQUE
11113,RADIUS-Client,KeyWrap is not supported in Proxy
11114,RADIUS-Client,KeyWrap parameters on RADIUS request packet are not compatible with the earlier KeyWrap request in this session.
11115,RADIUS,The AAA Client Message Authenticator Code Key does not match the configured ISE Server Message Authenticator Code Key.
11200,Dynamic-Authorization,Received invalid dynamic authorization request
24023,External-LDAP,User's groups are retrieved
24024,External-LDAP,Host's groups are retrieved
24025,External-LDAP,No user's groups are found
24026,External-LDAP,No host's groups are found
24027,External-LDAP,Groups search ended with an error
24028,External-LDAP,User's attributes are retrieved
24029,External-LDAP,Host's attributes are retrieved
24030,External-LDAP,SSL connection error was encountered
24031,External-LDAP,Sending request to primary LDAP server
24032,External-LDAP,Sending request to secondary LDAP server
24033,External-LDAP,Primary server failover. Switching to secondary server
24034,External-LDAP,Secondary server failover. Switching to primary server
24035,External-LDAP,Perform domain prefix stripping
24036,External-LDAP,Perform domain suffix stripping
24037,External-LDAP,Sent a subject search request
24038,External-LDAP,Received a subject search response
24039,External-LDAP,Sent a subject's group search request
24040,External-LDAP,Received a subject's group search response
24041,External-LDAP,Sent subject bind request
24042,External-LDAP,Received subject bind response
24043,External-LDAP,Sent an administrator bind request
24044,External-LDAP,Received an administrator bind response
24050,External-LDAP,Cannot authenticate with LDAP Identity Store because password was not present or was empty
24051,External-LDAP,Secure LDAP failed SSL handshake because of an unknown CA in the certificates chain
24100,Generic-ID-Store,"Some of the expected attributes are not found on the subject record. The default values, if configured, will be used for these attributes"
24101,Generic-ID-Store,"Some of the retrieved attributes contain multiple values. These values are discarded. The default values, if configured, will be used for these attributes"
24102,Generic-ID-Store,"Some of the retrieved attributes contain values that are of an incompatible type. These values are discarded. The default values, if configured, will be used for these attributes"
24201,Local-user-DB,Internal ID Store successfully connected to database
24202,Local-user-DB,Internal ID Store could not connect to the database
24203,Local-user-DB,User need to change password
24204,Local-user-DB,Password changed successfully
24205,Local-user-DB,Could not change password to new password
24206,Local-user-DB,User disabled
24207,Local-user-DB,Host disabled
24208,Local-user-DB,Looking up Admin in Internal Admins IDStore
24209,Local-user-DB,Looking up Endpoint in Internal Endpoints IDStore
24210,Local-user-DB,Looking up User in Internal Users IDStore
24211,Local-user-DB,Found Endpoint in Internal Endpoints IDStore
24212,Local-user-DB,Found User in Internal Users IDStore
24213,Local-user-DB,Found SGA/TrustSec Device in Network Devices and AAA Clients
24214,Local-user-DB,MSCHAP is used for the change password request in the internal users identity store
24215,Local-user-DB,PAP is used for the change password request in the internal identity store
24216,Local-user-DB,The user is not found in the internal users identity store
24217,Local-user-DB,The host is not found in the internal endpoints identity store
24218,Local-user-DB,The SGA/TrustSec device is not defined under Network Devices and AAA Clients in ISE
24400,External-Active-Directory,Connection to ISE Active Directory agent established successfully
24401,External-Active-Directory,Could not establish connection with ISE Active Directory agent
24402,External-Active-Directory,User authentication against Active Directory succeeded
24403,External-Active-Directory,User authentication against Active Directory failed
24404,External-Active-Directory,Active Directory operation failed because of an invalid input parameter
24405,External-Active-Directory,Active Directory operation failed because of a timeout error
24406,External-Active-Directory,User authentication against Active Directory failed since user has invalid credentials
24407,External-Active-Directory,User authentication against Active Directory failed since user is required to change his password
24408,External-Active-Directory,User authentication against Active Directory failed since user has entered the wrong password
24409,External-Active-Directory,User authentication against Active Directory failed since the user's account is disabled
24410,External-Active-Directory,User authentication against Active Directory failed since user is considered to be in restricted logon hours
24411,External-Active-Directory,Change password against Active Directory failed since user has a non-compliant password
24412,External-Active-Directory,User not found in Active Directory
24413,External-Active-Directory,User's domain is not recognized by Active Directory
24414,External-Active-Directory,User authentication against Active Directory failed since the user's account has expired
24415,External-Active-Directory,User authentication against Active Directory failed since user's account is locked out
24416,External-Active-Directory,User's Groups retrieval from Active Directory succeeded
24417,External-Active-Directory,User's Groups retrieval from Active Directory failed
24418,External-Active-Directory,Machine authentication against Active Directory failed since it is disabled in configuration
24419,External-Active-Directory,User's Attributes retrieval from Active Directory failed
24420,External-Active-Directory,User's Attributes retrieval from Active Directory succeeded
24421,External-Active-Directory,Change password against Active Directory failed since it is disabled in configuration
24422,External-Active-Directory,ISE has confirmed previous successful machine authentication for user in Active Directory
24423,External-Active-Directory,ISE has not been able to confirm previous successful machine authentication
24424,External-Active-Directory,Noncompliant attributes detected in Active Directory
24425,External-Active-Directory,User change password against Active Directory succeeded
24426,External-Active-Directory,User change password against Active Directory failed
24427,External-Active-Directory,Access to Active Directory failed
24428,External-Active-Directory,"Connection related error has occurred in either LRPC, LDAP or KERBEROS"
24429,External-Active-Directory,Could not establish connection with Active Directory
24430,External-Active-Directory,Authenticating user against Active Directory
24431,External-Active-Directory,Authenticating machine against Active Directory
24432,External-Active-Directory,Looking up user in Active Directory
24433,External-Active-Directory,Looking up machine in Active Directory
24434,External-Active-Directory,Performing Change Password in Active Directory
24435,External-Active-Directory,Machine Groups retrieval from Active Directory succeeded
24436,External-Active-Directory,Machine Lookup in Active Directory failed
24437,External-Active-Directory,Machine not found in Active Directory
24438,External-Active-Directory,Found multiple occurrences of the machine in Active Directory
31001,Notification-Dispatcher,Could not send configuration notification message
31100,Configuration-Notifications,Applying configuration changes initiated
31101,Configuration-Notifications,Applying configuration changes succeeded
31102,Configuration-Notifications,Applying configuration changes failed
31103,Configuration-Notifications,Start up configuration load succeeded
31104,Configuration-Notifications,Start up configuration load failed
31105,Configuration-Notifications,Transaction is ignored
31106,Configuration-Notifications,Configuration management could not translate configuration change. Runtime configuration changes will not take effect
31107,Configuration-Notifications,Cold configuration restart complete
31108,Configuration-Notifications,Cold configuration restart failed
31109,Configuration-Notifications,Warm configuration restart complete
31110,Configuration-Notifications,Warm configuration restart failed
31111,Configuration-Notifications,The Runtime notifications are out of sync
31200,Audit-Flow,Encountered invalid/Null Log Record encountered
31201,Audit-Flow,Encountered invalid or null system message
31202,Audit-Flow,Encountered invalid or null user context
31203,Audit-Flow,Encountered error while recording the audit record for successful login
31204,Audit-Flow,Encountered error while recording the audit record for failed login
31205,Audit-Flow,Encountered error while recording the audit record for logout
31206,Audit-Flow,Encountered error while recording the audit record for failover mode
31207,Audit-Flow,Encountered error while recording the audit record for session timeout
31500,Startup-Shutdown,Started Management
31501,Startup-Shutdown,Stopped Management
31502,Startup-Shutdown,Started Runtime
31503,Startup-Shutdown,Stopped Runtime
31504,Startup-Shutdown,The cryptographic module could not initialize
32000,Logging,Started logging component
32001,Logging,Shut down logging component
32002,Logging,Using startup default configuration
32005,Logging,Could not log message to logger
32006,Logging,Could not log to critical logger
32008,Logging,Logging component now ready to receive configuration changes
32012,Logging,Could not write to local storage file
32013,Logging,Could not create a local storage file
32014,Logging,Could not delete a local storage CSV file
32015,Logging,Local storage file deleted
32016,Logging,System reached low disk space limit
32017,Logging,Could not to open a UDP socket
32018,Logging,Could not send data on socket
32025,Logging,Rolled over local storage file
32026,Logging,Could not roll over local storage file
33101,CLI,Created new ISE configuration session
33102,CLI,Successful user login to ISE configuration mode
33103,CLI,User login to ISE configuration mode failed
33104,CLI,Closed ISE configuration session
33105,CLI,Set debug log level
33106,CLI,Set default debug log level
33107,CLI,Show debugging log status
33108,CLI,Reset admin password to its default value
33201,Configuration-Notifications,AD Operation failure
33202,Configuration-Notifications,AD Operation Success
33203,Notification-Dispatcher,Hit Count reset
33204,Notification-Dispatcher,Hit Count recollect
33205,PI,General PI Error
33206,Configuration-Notifications,AD Operation Information
33207,Configuration-Notifications,AD Operation Warning
33208,Configuration-Notifications,Result for testing connection against AD
33209,Configuration-Notifications,Result for testing connection against LDAP
33210,Configuration-Notifications,LDAP traffic Info
33211,System-Management,ISE is using a self signed certificate for Management Interface authentication
33212,System-Management,"Due to system failure, ISE could not load the associated certificate for the Management Interface"
33300,Graphical-user-interface,General GUI error
32500,Local-DB,General database Error
